x y z
    -1.90000     -3.90000      1.61921
    -1.80000     -3.90000      1.64583
    -1.70000     -3.90000      1.66275
    -1.60000     -3.90000      1.66558
    -1.50000     -3.90000      1.67431
    -1.40000     -3.90000      1.68192
    -1.30000     -3.90000      1.67232
    -1.20000     -3.90000      1.65553
    -1.10000     -3.90000      1.64412
    -1.00000     -3.90000      1.63199
    -0.90000     -3.90000      1.62916
    -0.80000     -3.90000      1.60968
    -0.70000     -3.90000      1.59020
    -0.60000     -3.90000      1.57732
    -0.50000     -3.90000      1.59613
    -0.40000     -3.90000      1.60326
    -0.30000     -3.90000      1.57836
    -0.20000     -3.90000      1.55025
    -0.10000     -3.90000      1.52099
     0.00000     -3.90000      1.51536
     0.10000     -3.90000      1.52725
     0.20000     -3.90000      1.53695
     0.30000     -3.90000      1.54108
     0.40000     -3.90000      1.53936
     0.50000     -3.90000      1.53062
     0.60000     -3.90000      1.51673
     0.70000     -3.90000      1.49373
     0.80000     -3.90000      1.53494
     0.90000     -3.90000      1.58473
     1.00000     -3.90000      1.62843
     1.10000     -3.90000      1.65642
     1.20000     -3.90000      1.67555
     1.30000     -3.90000      1.68375
     1.40000     -3.90000      1.69243
     1.50000     -3.90000      1.70460
     1.60000     -3.90000      1.72023
     1.70000     -3.90000      1.73961
     1.80000     -3.90000      1.76338
     1.90000     -3.90000      1.79441
     2.00000     -3.90000      1.82757
     2.10000     -3.90000      1.84033
     2.20000     -3.90000      1.83576
     2.30000     -3.90000      1.84472
     2.40000     -3.90000      1.78079
     2.50000     -3.90000      1.70865
     2.60000     -3.90000      1.67548
     2.70000     -3.90000      1.67556
     2.80000     -3.90000      1.70120
     2.90000     -3.90000      1.70751
     3.00000     -3.90000      1.65833
     3.10000     -3.90000      1.61943
     3.20000     -3.90000      1.54862
     3.30000     -3.90000      1.54490
     3.40000     -3.90000      1.55522
     3.50000     -3.90000      1.54973
     3.60000     -3.90000      1.52102
     3.70000     -3.90000      1.49950
     3.80000     -3.90000      1.47297
     3.90000     -3.90000      1.49710
     4.00000     -3.90000      1.52753
     4.10000     -3.90000      1.49987
     4.20000     -3.90000      1.49827
     4.30000     -3.90000      1.56455
     4.40000     -3.90000      1.55852
     4.50000     -3.90000      1.45142
     4.60000     -3.90000      1.39512
     4.70000     -3.90000      1.43894
     4.80000     -3.90000      1.47067
     4.90000     -3.90000      1.52265
     5.00000     -3.90000      1.57238
     5.10000     -3.90000      1.58775
     5.20000     -3.90000      1.61512
     5.30000     -3.90000      1.63936
     5.40000     -3.90000      1.66550
     5.50000     -3.90000      1.70921
     5.60000     -3.90000      1.77186
     5.70000     -3.90000      1.81085
     5.80000     -3.90000      1.80105
     5.90000     -3.90000      1.82263
    -1.90000     -3.80000      1.58122
    -1.80000     -3.80000      1.60456
    -1.70000     -3.80000      1.62197
    -1.60000     -3.80000      1.64061
    -1.50000     -3.80000      1.65917
    -1.40000     -3.80000      1.68063
    -1.30000     -3.80000      1.67923
    -1.20000     -3.80000      1.66215
    -1.10000     -3.80000      1.65076
    -1.00000     -3.80000      1.65025
    -0.90000     -3.80000      1.65231
    -0.80000     -3.80000      1.64221
    -0.70000     -3.80000      1.62436
    -0.60000     -3.80000      1.62065
    -0.50000     -3.80000      1.65037
    -0.40000     -3.80000      1.62737
    -0.30000     -3.80000      1.57966
    -0.20000     -3.80000      1.57036
    -0.10000     -3.80000      1.55573
     0.00000     -3.80000      1.53572
     0.10000     -3.80000      1.52986
     0.20000     -3.80000      1.54399
     0.30000     -3.80000      1.54753
     0.40000     -3.80000      1.55120
     0.50000     -3.80000      1.54643
     0.60000     -3.80000      1.49955
     0.70000     -3.80000      1.53019
     0.80000     -3.80000      1.57073
     0.90000     -3.80000      1.61462
     1.00000     -3.80000      1.66445
     1.10000     -3.80000      1.68040
     1.20000     -3.80000      1.68573
     1.30000     -3.80000      1.69520
     1.40000     -3.80000      1.70530
     1.50000     -3.80000      1.71932
     1.60000     -3.80000      1.73461
