                 res               x                y               z
            80.27715       298.36804        840.34290     -1819.22681
            29.23351        90.92503        446.83795     -1844.69458
            29.23351       166.72328        461.00391     -1887.77417
            61.03858       148.19429        480.93417     -1912.46887
             8.66707       365.79401        797.97223     -1552.52429
            95.64207       230.42882        130.90012     -1887.86609
            95.64207       224.29149        100.22104     -1896.59265
            95.64207       198.53026        118.29763     -1871.14514
            57.68136       301.68246        132.30658     -1846.49780
            10.02219       108.71772        453.19574     -1687.23901
           209.08347       214.01390       -188.28804     -2043.77185
            72.52000       176.04486       -143.27725     -2099.09229
           209.08347       216.22292       -157.97862     -2067.11963
           209.08347       194.16840       -161.41174     -2094.43164
            72.52000       147.91769       -138.68045     -2102.33154
           209.08347       192.82214       -185.95726     -2097.34570
           155.52939       206.04216       -117.63373     -2075.66650
            72.52000       193.53412       -123.80241     -2097.39697
            79.95832       172.57809       -108.42184     -2085.83838
            79.95832       185.08614       -102.25316     -2064.10791
             9.28884       360.75134       1039.49854      -826.25623
            50.02193       229.90851      -1294.72534     -1617.60278
            41.52510       147.72621        429.07599     -1887.73889
            41.52510       135.11734        432.90460     -1856.24512
            18.89226       107.12493       1298.42517     -1628.28418
             7.12839       361.93381        349.74271     -1420.04590
            33.30905       168.44586       -978.21997     -1230.21338
             3.08670       292.11636        -55.53164      -231.47141
            63.81835        40.97503      -1333.44421     -1173.07495
             3.92201        44.71011       1119.39905     -1531.86035
            22.42586       273.10916       -989.02948     -1958.13257
            42.39101        97.44586       -509.90094     -1606.04956
             6.35332       352.81750        623.91992     -1521.40356
            10.98809       336.13931       1340.70813      -422.37875
            46.44952       322.79745        643.61945     -1857.26025
            31.43625       211.29614       -910.70135     -1601.96069
            39.04859       147.81564      -1199.32324     -1850.35547
           148.81929       141.85709       -508.79279     -2095.90747
            41.52510       115.46306        433.89969     -1913.80957
            41.42270        54.60840       -555.14343     -1806.81165
            32.47889       219.71346       -967.36523     -1702.61157
            28.87217       227.13295      -1009.16846     -1843.17957
            34.17237       330.87488       -844.21692     -1706.87073
            47.73799       237.82535      -1586.76514     -1723.12915
            50.65480       116.77379      -1644.68213     -1702.77356
             3.02468        97.39829       1097.21582     -1116.33569
            37.81338        41.43773        182.04117     -1775.57068
             8.97401       158.22382       1989.21313     -1419.94104
             4.46379       199.25069       1923.67163     -1273.28931
            82.10531       352.47012      -1829.23413     -1403.26550
             6.87657       342.07626        569.76031     -1675.04883
            37.96704         3.58866        -59.93106     -2040.85815
            49.83991        93.96318        339.47949     -1942.82422
            64.39421        85.37151       -204.39546     -1808.53589
            30.63645       151.14325       -826.88184     -1909.58154
            56.51678       353.51501      -1702.78394     -1737.90198
             3.77933       368.38617       1743.60962      -797.84692
            95.85065       333.51682        686.32581     -1905.03870
            14.12930       353.27829        334.64801     -1108.09668
            38.63794       130.53148        864.38519     -1787.37622
            77.97038       210.09363        586.70056     -1981.02454
            25.13898       123.83132       -280.29578     -1486.56396
             8.90874       184.56021        343.49683     -1482.22998
            43.75916         8.39941       1445.86597     -1734.57947
            32.38309       317.54816       -875.15344     -1962.69238
             9.87470       382.48032        329.04877     -1666.12573
             8.42518       333.28659       1916.32812     -1467.33679
            92.44795       303.54095        649.08588     -1922.02295
            92.44795       305.23538        687.83752     -1909.67407
           120.18620       205.85951        -22.05419     -1989.47852
            28.61280       175.02469       -323.48810     -1490.64368
            67.57990        82.20197       -136.84290     -1946.15796
            29.26610        35.66673       -872.31769     -1889.35352
           198.93811       320.03265       -453.64923     -1899.04736
            55.98719       255.64970       -136.49895     -1754.95215
            16.19609       302.41916        425.54941     -1828.39600
            64.40332       190.53656        -36.00182     -2036.22510
            21.51225       275.85153       -561.67383     -1474.53491
             2.99222       247.19609        925.56622     -1298.12329
           333.53839       271.70197       -212.22339     -2015.89453
           333.53839       265.02756       -204.27612     -2035.53198
           377.21832       319.99182       -208.05246     -2057.00244
           377.21832       312.02396       -188.18091     -2075.78613
           395.57761       341.44232       -209.13118     -2041.51868
           295.54492       319.57263       -136.13625     -2072.35498
           295.54492       337.70892       -135.19836     -2045.88538
           295.54492       322.14142       -128.87134     -2048.93896
            65.55612       362.18106        547.42584     -1885.58960
            22.68979        10.16271       1346.77026     -1668.47742
            20.04861       237.13651      -1988.88599     -1583.10132
            48.37422       166.69290       -686.95557     -1960.06885
            38.63794       133.84120        874.75226     -1821.79883
            38.63794       134.80353        907.43610     -1808.61255
            38.12835       102.74260        896.95013     -1852.56055
            31.75680       114.57596        874.64740     -1840.48560
            16.03839        29.28590        879.42987     -1854.04907
            16.03839        45.84226        856.54645     -1849.33789
            18.43730       323.83917       1204.52515     -1696.88184
            18.43730       379.55957       1160.07031     -1676.31372
            27.50124       337.94153       1121.54871     -1777.92517
            27.50124       351.92377       1088.63074     -1773.59924
            15.11669       371.20789       1138.85156     -1619.93726
             7.60142       364.54059       1244.48840     -1547.31665
            15.60820       196.66986       1718.80090     -1412.98364
            22.09795        45.06786        296.20352     -1758.21924
            91.68658       241.60855        501.55121     -2003.06128
            67.95087       223.09196        472.36002     -1939.28223
            70.67377        66.75781        132.87111     -1946.02344
            23.99190        44.11998         28.46886     -1482.91724
            23.99190        21.13275        -49.85467     -1546.34644
            44.53175       355.76291      -1470.98047     -1913.42285
             3.08308        93.65120       1359.40027     -1237.38708
             3.61741       126.42950       1820.13208      -711.86359
            13.44216       253.68362       1716.38306     -1427.70874
           145.12735       395.13919        471.70981     -1957.35864
            17.69767       218.91791        104.03953     -1546.05334
            33.29286       274.68597        -62.29974     -1682.60107
            82.77242       225.60603        899.30646     -1846.16345
            82.77242       249.78813        905.95905     -1866.81018
            44.19622       268.18768        957.82220     -1821.88147
            44.19622       235.61636        947.21710     -1831.38208
            44.19622       251.64964        930.03522     -1865.34167
            44.65380       284.22095        940.64032     -1855.84119
            80.27715       272.69415        873.06622     -1860.02161
            80.27715       290.54199        855.59540     -1848.87109
            80.27715       303.96716        875.85120     -1856.75854
            80.27715       258.02014        880.13861     -1860.13782
            54.19132       233.83806        873.48602     -1839.49109
            24.65438       187.92274      -1122.93604     -1965.06250
             9.13951        61.37981        210.26172      -900.57269
            53.73077       396.17633      -1537.16858     -1927.63916
            11.03299        24.74175        852.56458     -1830.04370
            11.03299         8.18539        875.44800     -1834.75488
            28.71637        52.28566       1613.23999     -1646.18530
           182.54929       388.99615        -41.27351     -1941.79053
             6.26612       296.67651       1124.73608      -836.98157
            23.36328       295.19247       -966.76843     -1969.83936
             4.36158       177.48232       1274.03394     -1492.04126
            86.70786       124.30441        568.48846     -1992.85034
            40.99081       384.97720      -1292.93359     -1629.07996
            51.23097       286.87250        584.37048     -1891.05371
            42.60931       204.75494      -1796.20312     -1413.73560
            87.89088       147.40631        713.89630     -1910.99536
            42.04413       387.85229      -1406.46399     -1874.75366
            56.51678       320.62418      -1721.52881     -1750.74536
            56.51678       317.47192      -1754.88208     -1768.96484
            47.03558       241.63667      -1756.14258     -1829.24268
            35.15942        78.99502        656.11511     -1843.83154
           100.33054       147.13326       -464.22913     -1823.64514
            64.40332       177.70688         -4.59769     -2043.16211
            34.38475        77.72452        -44.89716     -2070.29175
            49.25507       111.98030        -90.15953     -2093.68774
             2.82699       359.66534       1773.25513     -1013.33289
            51.23097       295.81851        558.81854     -1860.55249
           104.08312       314.41760      -1758.99976     -1389.09424
           115.32030       319.92282      -1713.43896     -1336.45886
            70.43372        25.44955       -544.98267     -2001.18591
            92.88461        44.52544       -522.89142     -1978.75134
            37.08718       382.82513        789.17389     -1690.56860
            12.06758       227.55737       1435.03296     -1498.53552
            25.63210       111.72794      -1078.02148     -1922.18677
            21.20143       178.90356      -1045.26245     -1970.25781
            21.18506       207.92758      -1058.60291     -1965.60449
            21.20143       196.64874      -1044.95471     -1955.26440
            68.40678       290.15613      -1812.99878     -1570.52930
            37.33426        87.30668       1707.18945     -1699.52295
            40.19540       326.94305        473.65268     -1897.45544
             7.20564         8.43987        790.16577     -1749.74597
            13.73086       187.73691        476.82208     -1846.24194
            15.61985       380.65298       1080.70203     -1631.94141
            69.02287       357.46759       -659.89618     -1997.25891
             4.17213       291.18933       1110.88452      -949.49744
            70.72245       190.10971        681.17969     -1939.17334
           116.58096       226.66197        695.18500     -1934.11890
             7.43853       198.15814        604.69446     -1515.33179
            11.19618       260.32492        652.93512     -1679.63000
           221.76456        14.31567       -279.20673     -2040.66650
            31.66306       104.46488      -1120.04480     -1911.42725
            14.09225       105.75454       -652.01434      -933.25629
             4.97019       142.30847        916.86115     -1572.98926
            63.20073       384.83514      -1626.69250     -1787.96826
            75.86129       281.89157        622.77112     -1942.78625
            24.35761       276.02209      -1028.40173     -1885.64001
            22.99278       316.18188       1182.80591     -1740.16760
            25.08760       267.81488       1152.80823     -1739.64954
            22.14317       190.35159       -685.09698     -1456.78516
            82.95998       156.13504        211.26607     -1910.84863
            42.39101       107.06438       -447.27643     -1696.33496
            39.04859       123.03391      -1230.95117     -1849.68896
            29.44372         9.59568       -374.00998     -1585.76172
            41.64262        77.23183       -284.34683     -1611.16504
            59.79212       137.47560         13.80526     -1975.44312
            28.78322        69.42071       1686.63806     -1610.93286
           226.58194       292.00409        177.29662     -2049.11475
           226.58194       323.04449        153.90919     -2034.88367
           202.52898       259.45062        165.50490     -2044.32178
            42.67824       138.95532       1648.61743     -1663.46765
            30.27610       262.17224      -1270.15344     -1893.43176
            23.37310       376.88388        904.76190     -1679.93677
            58.69139       363.25381        895.87079     -1760.38037
             1.35503       374.10638       -946.90894      -407.74841
             5.19640       286.28500       -779.77332      -632.46039
            55.76154        66.78539        -78.81828     -1908.72363
            42.74266        37.95366      -1236.33325     -1942.53821
            37.11008       138.66078      -1256.48682     -1975.51965
            37.11008       155.97044      -1243.34399     -1966.07971
            32.32529       141.04666      -1231.65576     -1990.01355
            42.74266        54.12709      -1257.83276     -1987.46521
            33.30796        48.80957      -1228.48743     -1988.69055
           161.10339       363.61911        400.24225     -1995.77332
            58.14519        56.48190      -1459.75269     -1554.77075
            57.35888       160.44792      -1374.51135     -1445.82190
            58.14519        55.15207      -1404.47229     -1503.59302
             4.23404       256.85837       1901.39331     -1374.53235
            51.67566       257.99487      -1898.42651      -539.94409
           508.93195       354.78223       -381.53250     -2100.52075
            42.39101       172.06224       -477.76068     -1647.69934
             5.46409       315.41443       1021.29248     -1483.49915
            38.38547       114.88671         92.47800     -1737.73413
            31.45169       230.82552       -895.22961     -1788.98877
             6.00837        94.75613       1072.62231     -1660.67468
            11.08651        99.12730       1209.17700     -1780.40417
             7.79372        64.56032       1196.55188     -1777.13574
            77.97038       198.85355        552.62024     -1986.43408
             9.02634        84.53343       1323.28003      -293.59290
            24.05245       139.09723       -349.88794     -1261.87708
            55.47775       342.65524       -132.86208     -1714.91113
             5.41968       229.58475       1502.64575     -1337.47009
             5.03744       360.38403       1595.56494      -659.61530
            48.97875       235.23572       -425.85568     -1691.71582
            40.75605        34.79793        530.74048     -1846.05090
           317.09256       278.95004       -423.37637     -1989.81519
            34.81136        76.99313       -583.00494     -1593.91748
            10.29512       207.13333        337.14001     -1714.42615
            95.40759       372.21872       -632.79419     -1974.46777
            47.28070       100.15486       1498.64966     -1680.76001
           454.38528       384.94965       -150.15237     -2065.71240
           395.57761       351.59143       -150.15237     -2030.75635
           454.38528       381.89304       -184.96091     -2056.37451
           395.57761       359.65323       -187.23505     -2043.30225
           142.93634       228.23457        752.12683     -1907.12610
            41.08665       126.42759        678.98865     -1852.39001
            24.65438       178.23177      -1111.27490     -1932.48950
            32.32529       157.66995      -1165.26245     -1962.07715
            27.08806       225.08327      -1177.15503     -1950.06543
            27.07635       151.00128      -1146.12134     -1952.11230
            24.65438       213.19594      -1138.55542     -1932.69800
            27.85190       207.88771      -1179.93518     -1970.45312
            95.02044       288.73593       -540.96338     -1720.95703
            45.89825        96.92222      -1356.81458     -1803.94946
            34.46097       151.07291      -1162.32812     -1886.24072
            58.00705       250.69644       -691.96509     -1906.88391
            58.11123       389.37653      -1546.60535     -1806.06897
            33.99994        76.64317      -1791.31604     -1395.28149
            32.13153        85.20586      -1191.37866     -1957.89062
            32.13153        78.45369      -1167.44055     -1968.45825
            28.43958        95.05775      -1158.60400     -1983.26306
            32.13153       119.86303      -1173.73108     -1978.38879
            32.13153       113.39388      -1192.95374     -1969.72766
            37.08886       271.38766       -868.21851     -1799.75378
            81.69098        93.38342       -186.55894     -1884.40942
            94.94692        47.15306        192.45592     -1934.30872
            25.75393        17.43566       1434.24988     -1678.48804
             2.36048       150.81236       1822.82666     -1117.21509
            52.28444       332.01041       -537.67578     -1673.96130
           199.97171       320.95044         76.66659     -2074.21143
             5.41968       184.24702       1525.10278     -1298.08398
            24.85404         1.98785      -1041.19604     -1935.19458
            30.86137       125.16353       -820.36542     -1999.92590
            31.09551       108.03493       -822.31885     -2005.81824
            33.43254       111.19408       -814.14893     -1984.83850
            35.65759       157.37144       1341.31616     -1613.81384
            63.86084       185.70374       1432.59766     -1641.76367
            27.95354       398.18622       -708.65149     -1567.92334
            16.42943        91.29192        246.20523     -1204.69531
            19.91179       109.20615         98.62463     -1188.51074
            19.91179        64.25587        216.52299     -1143.06836
            40.84710       163.63489      -1086.80762     -1425.09766
            38.38547       125.15793        125.82459     -1844.63770
            93.02837       292.42343        -92.45732     -1828.32861
            31.77804       110.67912       1366.55322     -1620.83130
             7.20564        46.93418        793.92444     -1738.83508
            24.35761       263.76932      -1041.55054     -1891.42578
           104.91093       343.07880        613.91638     -1917.69702
           100.33054       110.83936       -499.25558     -1885.98718
             5.95868       131.53018        830.99738     -1588.35681
            11.19618       257.15225        695.40558     -1642.85962
            40.18184       330.37390       1464.30347       787.07642
            32.07994        22.23120       -784.21021     -1675.19702
           128.59171       107.05632       -425.09979     -1976.69495
           261.91974       393.89935       -128.13522     -2022.88184
           295.54492       372.29514       -136.47447     -2041.97302
             7.56850       283.41818       1203.26050     -1533.88074
            54.04759       376.58618      -1588.06287     -1882.80115
            54.04759       391.59250      -1601.88232     -1864.80554
             7.43853       262.83414        547.08246     -1591.03149
             3.22437       250.71806       1195.77344     -1030.01917
            30.29065       361.88858      -1166.00879     -1893.46973
           105.17883       305.11996        733.84399     -1869.03894
           221.76456        12.47684       -232.44011     -2047.01538
            46.56085        88.83420      -1099.36267     -1314.01367
            64.39421        13.23419       -262.91589     -1746.48621
            11.81770       289.79196        364.38635     -1168.88794
             8.21837       160.23807        614.75598     -1536.14209
            10.81822        27.99619        622.06830     -1599.99902
             7.92051       152.01294        544.07507     -1652.45129
            95.17608       212.48752        -63.14127     -2004.44556
             3.10865       148.35754       1698.61914     -1062.64429
            36.43816       115.77743       -634.50897     -1724.06262
           120.16602        12.38671       -171.15022     -1958.46692
           255.47090       318.75998       -363.84259     -1830.06213
            17.69767       289.27792         75.85935     -1401.15271
            15.48113       302.52356         52.11762     -1218.06238
            15.48113       265.95627         99.22943     -1163.97620
            30.83308       189.43817        524.72961     -1906.03955
            23.75837        84.66887      -1845.26489     -1757.02563
           142.93634       206.86136        755.14758     -1889.66821
           116.58096       192.23555        739.50195     -1892.72498
            11.07446       142.87509      -1957.64795     -1567.75256
            11.11496        28.89565       1333.47705     -1623.21863
             2.87751        35.37271       1205.41992      -982.93054
            60.32168        44.65440       -114.65144     -1992.48242
             6.60371       258.75974       1346.77844      -612.44336
            15.08395       199.27800       1349.45898      -248.05997
            13.29152       132.04726      -1115.68359      -699.27631
            35.07341       359.32025      -1413.15015      -671.71539
            24.95605       157.21674      -1021.59723     -1912.98975
            28.87217       170.07581       -982.83667     -1862.19141
            51.78149       378.78760      -1376.63696      -892.72131
            24.96920        31.63957      -1006.48975     -1973.94653
            24.29478        19.35054      -1005.26904     -1992.78955
            21.29453        29.48049      -1024.52258     -1981.90332
            21.29453        17.19145      -1023.30188     -2000.74634
           391.49567       384.65964       -435.36243     -2013.25684
            41.49257       209.37863      -1485.31482     -1809.58081
            41.08665       169.19228        642.97736     -1860.97595
            14.06577       254.51289        479.07776     -1841.14429
            38.38547       150.80746        102.09515     -1810.37292
            66.66887       256.67142        505.93176     -1937.74402
            75.86129       275.62576        588.07373     -1961.71582
            50.65480        75.48682      -1612.80896     -1686.15491
            42.40152        25.61436      -1608.81995     -1682.28589
            25.25501       321.75833       -979.79901     -1924.02563
             5.46147        10.72999        801.69562     -1440.70825
             2.42216       310.06439       1195.73999     -1105.94312
            31.29280        23.10761       1504.98438     -1678.33618
            18.99605       226.23892       -512.58289     -1393.48242
            36.88386       133.07587        221.99255     -1839.49121
             4.35550       164.22978       1825.49512     -1397.04724
           199.67375       261.90683       -188.67082     -1861.89856
            33.29286       154.88995       -151.99728     -1618.07227
            37.08718       368.35889        779.95099     -1754.61072
             5.41968       281.99310       1490.55847     -1317.62793
             4.46028        31.10412       1221.51440     -1605.94800
            48.29876        51.48300      -1315.27087     -1641.88525
            32.09699       135.93852        517.31769     -1891.77808
            40.12274       295.14056      -1205.82385     -1434.60449
            71.88976       237.92657         49.33651     -1902.17432
            82.25401       355.16870      -1530.35315     -1591.80286
            44.43088       262.77142        151.24423     -1857.55310
           143.45889       334.28934       -361.95343     -1791.83154
           174.59833       259.23654        383.93915     -2040.92859
            36.07148       281.29120      -1365.88391     -1851.77002
            36.27499       344.61392      -1376.21924     -1890.94958
            36.27499       355.16934      -1275.30933     -1845.55103
            36.27499       370.12888      -1270.11975     -1887.95105
            36.27499       392.07013      -1304.97095     -1890.53174
            37.58527       339.38632      -1370.72900     -1912.01855
             9.96029        99.90053       1402.65771     -1520.08801
            10.91157       128.63333       1439.41333     -1526.40491
             9.96029        85.53537       1408.13428     -1477.96228
             9.96029       114.26817       1444.88989     -1484.27917
             9.55328         3.77587       1508.00537     -1540.27576
            33.30905       122.79692      -1058.30896     -1081.56714
             4.37182       120.30866        858.50012     -1340.65601
            41.49257       254.72847      -1432.97559     -1841.65747
            39.63427       245.46954      -1396.18359     -1852.08008
            38.29478        67.19410        -47.94639     -1788.73169
           128.50835       380.67203       -167.81183     -1777.72314
            32.17953       307.97879       -885.49774     -1771.15820
            30.15699        55.65060       -871.49591     -2027.91370
            30.15699        76.21347       -867.16089     -2013.33398
             8.59741       311.46707       1281.94824     -1406.58191
           261.91974       362.56421       -141.10666     -1930.84448
           320.49606       397.04459       -137.19093     -1985.21948
            32.07994         9.00284       -827.72333     -1673.32715
            26.92179       226.03819       -920.39417     -1923.75903
             8.61951        52.59021        653.51465     -1439.92578
            27.36278        19.71708       -894.53510     -1979.07898
            28.54866        63.79519       -913.19623     -1939.38403
            12.70707        96.47095        370.13220     -1253.79822
            25.96307       275.02869       -989.67603     -1896.74414
            31.45169       304.43115       -913.57898     -1855.16931
           508.93195       345.78830       -365.34604     -2118.07788
           455.57483       323.29593       -311.92636     -2070.68433
            71.26518       218.32788        419.24261     -1892.38464
            21.44352        75.62263        609.61951     -1823.93774
            94.94688       270.59631          6.81737     -1812.90808
            80.42453       249.22078        -74.84556     -1811.79578
            32.28379        82.46927       -861.64563     -1738.92029
            54.19132       231.31734        852.23883     -1810.28809
            63.47939       198.49809        827.01001     -1825.67480
           310.55539       189.73633       -194.00732     -2069.86597
           156.97633       150.26825       -148.29672     -1993.34412
            33.44182       276.87869        748.89526     -1758.23621
            15.43778        17.13474       1795.22888     -1495.77930
            40.77148       319.45453      -1187.48230     -1289.45728
            22.26131        95.09618        559.13885     -1836.99744
             8.61951       120.50975        747.29846     -1440.81738
           260.04684       167.11444       -237.29144     -2055.62036
             3.08308        96.24506       1435.20398     -1244.18738
            29.42646       116.09990       -735.10114     -1614.77612
            37.08886       269.10474       -810.66833     -1806.87720
            22.42586       236.85378      -1001.87964     -1923.98254
            38.64998       177.82162      -1350.35950     -1011.67242
           156.97633       124.52901       -187.73222     -2068.13867
           137.38673        67.46596        153.95683     -1978.38293
            54.86457        74.38137        -25.82300     -2025.62756
            42.04413       358.90204      -1404.56018     -1879.90125
            31.72867        74.76067       -760.62225     -1949.86377
            31.72867        54.06942       -773.67499     -1923.87109
            34.24654        52.75755       -702.19275     -1937.15942
            27.13219       209.86340      -1001.27075     -1193.08923
            32.19992       203.45062       -713.82129     -1684.31201
           245.45155       375.55075       -513.37244     -2039.35742
           245.45155       392.32419       -482.93539     -2034.32166
             1.28191       282.97629       -149.48543       -15.31129
            20.45080       214.02365      -1191.01331      -626.93591
            38.63794       169.84543        828.83350     -1815.04565
             3.02468       175.50801       1077.08777     -1114.34692
           206.56094       189.43878        142.73405     -2051.34229
             3.19108       327.26776        958.91577     -1194.13989
            51.78149       297.63049      -1447.41089      -847.04645
            38.29478        30.70166        -42.74433     -1755.18018
           405.66385       366.78564       -366.30206     -1930.80237
           317.09256       334.02502       -336.47504     -1945.31519
           405.66385       335.02722       -368.34021     -1938.20801
            26.77043       389.01770        838.37183     -1661.27222
            16.67095       161.57628        974.45770     -1679.84131
            28.32703       129.17599       -892.85547     -1999.87476
            46.56085        59.98985      -1175.44299     -1133.13281
            95.85065       333.56750        633.85242     -1921.16528
            55.47775       376.23969        -79.76572     -1718.39282
            12.36496       220.10175        314.30774     -1327.21814
            46.43028       190.87968       -322.12445     -1662.91602
             7.95593       233.12627        739.28601     -1366.62854
            83.79253       151.38269        609.33026     -1968.26062
            34.24654        32.06630       -715.24548     -1911.16675
            31.72867        54.83610       -737.92944     -1896.70312
            17.22556       331.66928       1395.38867     -1554.94836
            38.38547       110.96054        178.71309     -1823.73462
            23.75837       112.93517      -1905.92578     -1738.61768
            19.06426       308.35464       1011.63000     -1731.58801
            28.32703       114.76219       -931.88452     -2008.14404
            36.54682        15.73394       1388.31482     -1734.49133
            25.11384         3.71606       1402.16101     -1749.12158
            27.53250        28.56249      -1107.08801     -1947.89600
             7.69722       124.84972       1222.97778     -1633.35400
             6.77347       230.88832        667.79913     -1303.37854
           217.09470       186.15952       -309.57761     -1972.28516
           171.61368        99.34283       -224.03021     -1938.34521
             6.20840       269.26996        862.78754     -1567.50562
            19.54879       341.25888        144.49673     -1650.38501
             5.46147        37.74397        806.51868     -1384.74683
            45.10112       181.26154      -1238.65149     -1684.55103
            24.50908        21.19958       1830.81714     -1607.91260
            28.68133       131.04469       -910.73999     -1981.38782
            39.62760        88.20364      -1151.16675     -1760.42871
           120.18620       250.58623         15.89188     -1994.32373
            39.63991       299.88562       -858.23938     -1882.56665
            32.94459        42.15331         67.05733     -1758.04077
            27.06913       356.57138      -1087.25244     -1922.44800
           109.99654       246.94206        489.62411     -2008.99976
            92.44795       283.15927        637.39966     -1917.90430
           275.06201       262.52087       -145.60344     -1960.71680
            16.67470         7.81540        510.38104     -1758.35071
            42.16826       138.67239        572.72064     -1889.15527
            16.27030        35.07435      -1863.11035     -1786.33435
            49.35552       317.00644       -799.13660     -1993.73877
            43.78609       263.69464       -811.64758     -1957.92627
            58.00705       241.47531       -690.88770     -1941.23157
           102.68132       372.52362       -732.56903     -1982.79126
            69.02287       346.05750       -752.13391     -2003.07800
            59.67141       284.82220       -697.20691     -1976.97510
            59.67141       331.98251       -689.41736     -1970.20142
            49.35552       350.57880       -786.85425     -1992.70825
            43.78609       242.23492       -776.31781     -1976.70190
            59.67141       265.45767       -764.13470     -1992.32629
            49.35552       283.43307       -789.02991     -2002.44629
            43.78609       260.21036       -801.21307     -1986.82190
            12.06758       245.70514       1350.05615     -1458.94604
            51.14080       366.65326       1987.24585       888.55493
            17.04283       194.83122        243.55222     -1237.79395
            63.41062        52.00679      -1276.46033     -1295.70105
            16.01027       244.95802        960.36041     -1678.01074
             6.78532        10.42036        739.44354      -652.95428
           221.69360       350.00882       -284.32678     -1861.08398
            28.47025       254.62378      -1100.43774     -1771.35181
           125.42409       233.67232        153.62646     -1921.79834
            32.17953       329.83759       -922.09235     -1787.06250
            39.13137        52.10546       -945.47131     -1803.50732
            43.97588       182.39240       -701.14111     -1830.07971
            90.97412       165.27158         29.31071     -1993.06055
            36.97022       393.26978       -879.14795     -1852.15771
             2.94985       288.89304       1586.69507      -917.57001
            25.70627       139.88828        665.78052     -1801.48145
            10.69337       391.15497        547.54297      -475.20325
           146.67012       251.37439       -112.81532     -2026.26611
            53.16481       398.77423       -786.41711     -1945.37134
            11.87022        32.94271        319.55069     -1555.51807
            71.28078        15.90697      -1834.08630     -1120.87024
            74.61378       278.57028        721.24976     -1819.28137
            25.75393        37.27760       1441.93762     -1690.52197
            41.26135       379.85349      -1421.56689     -1957.85706
            39.89236       153.11673        800.31201     -1816.78638
            39.89236       153.28671        787.67145     -1790.22168
            39.89236       177.65463        760.95679     -1792.56519
            58.97746       165.58179        780.90729     -1829.25781
            58.97746       182.95245        759.61792     -1821.04773
           188.58670       386.86325        416.88541     -1987.52710
            47.73799       194.25841      -1583.26685     -1738.56152
            39.04859       141.69847      -1225.33228     -1813.22107
            40.33020       140.98463         -3.12245     -1908.46155
            28.28807       102.64215       -955.34436     -1912.64172
            44.53175       376.84705      -1465.55420     -1928.80737
            41.26135       369.90466      -1458.25867     -1952.37415
             8.27392         8.31121        431.72159      -634.94055
             7.79372        46.65831       1253.25842     -1745.97888
             7.79372        22.72047       1225.70581     -1748.39685
            11.08651       105.88721       1237.97546     -1755.75818
            11.08651       128.38969       1223.38574     -1727.66968
            27.53250        24.11684      -1127.55835     -1955.43384
            37.58062         7.25927      -1209.97119     -1912.93188
            48.78349        15.62243      -1551.88013     -1868.97717
            25.23951       387.86523       -287.83307     -1414.82690
             5.38922        97.29308      -1883.27710       185.98570
            25.96307       291.83658       -980.93353     -1910.38232
             4.93480       157.16039       1287.49841      -632.51050
            43.57575        27.76827      -1098.62341     -1824.25366
            27.54058        49.56745       -900.04352     -2009.31506
             7.95593       291.43570        748.48596     -1460.73694
             9.22125        47.28598       1667.73926     -1431.55066
           215.06624       317.14227        413.64764     -2060.02563
           215.06624       284.48380        414.60782     -2031.60193
           174.59833       266.38434        347.79477     -2037.33240
           215.06624       319.76065        380.93176     -2074.29053
            95.02926       314.70142        379.39673     -1970.79736
           289.99960       393.55206        350.29614     -2048.36792
           143.86478       307.74844        -63.27327     -1922.64819
             3.19108       398.50671        968.79053     -1051.40662
            62.15246       395.05658       -759.36389     -1828.61682
             5.04975       390.09512        453.76868     -1606.10400
            55.98719       172.71622       -130.58356     -1797.32324
            22.70778         2.72661       -984.63257     -2013.38855
            24.29478        21.64029       -983.80750     -2002.17212
            24.73788       116.20142        -47.48623     -1648.62378
            24.95605        97.62928       -993.38452     -1933.81030
             4.37182       130.59807        808.01697     -1191.85278
            22.83533        77.43921        369.73474     -1734.50464
            28.71637         8.65849       1561.86890     -1644.51953
            11.19618       300.32373        644.53137     -1652.82068
           103.30244       125.64208        808.18048     -1876.76782
            36.46783        92.58357        762.87372     -1871.72803
           104.91093       365.99478        623.72369     -1918.72729
            33.30796        35.39515      -1146.79761     -1944.18945
            72.37476       145.38020        537.57452     -1974.43884
            44.43088       255.62143        170.93892     -1804.61438
            37.02203       246.99197        222.53169     -1785.69067
            55.58424       176.70703       -483.42157     -1796.25549
            28.28807       127.50954       -929.36896     -1920.95154
            68.24017       163.45502       1565.42627     -1694.32629
            14.39655       186.61407       1555.42542     -1511.34375
            13.44216       302.34579       1712.85376     -1493.89282
            12.69370       268.13660       1729.12561     -1526.38159
            24.56325       247.88660       1680.76514     -1562.75586
            19.25953       256.79886       1602.63904     -1566.43994
            13.44216       282.80051       1646.96130     -1568.36743
            13.44216       315.23776       1654.64404     -1524.25854
             5.62493       350.00311       1511.46545     -1237.45276
             9.88158       369.83087       1483.42285     -1399.57861
            65.55612       361.92862        472.95959     -1905.78516
             4.35550       227.96967       1784.26648     -1209.52905
            12.40240        31.38984        412.64615     -1563.51562
           317.09256       306.71091       -424.26910     -1960.96350
             6.22213       376.78024        727.22620      -984.69897
            33.81456       166.48019      -1193.70435     -1813.88770
            30.15758       179.06784      -1131.36621     -1888.33887
