                 res               x                y               z
            70.43372        48.62059       -576.92212     -2026.03711
            38.64998       192.12195      -1325.35059      -907.93237
           126.39774       365.22858        281.85974     -1942.52051
            21.52048       146.52432       1385.34692     -1563.14307
            15.60820       228.37462       1743.63611     -1499.34436
            31.43625        63.65832       -899.93787     -1603.25464
            35.57788        79.29250       -963.75482     -1780.76123
             6.82873       220.74785        580.04834       494.43610
           139.89357       168.33701         84.13232     -1976.51672
            79.95832       145.73090       -118.20280     -2072.66699
           108.77455       267.30585       -263.58051     -1787.06348
            37.01503       198.37135      -1288.56567     -1756.35901
            35.77419       267.52356      -1258.13196     -1706.75146
            23.56763       295.79449      -1105.06909     -1959.78455
           391.49567       391.74170       -458.47705     -1978.29883
             9.33274        97.60395       -150.43500      -776.59460
           103.17331        18.29260       -472.95984     -2059.68457
            48.59795       164.56973       1373.05249     -1722.04871
            53.64822       217.80075       1406.00610     -1725.99438
            77.75334       135.77502         59.53204     -2062.78394
             2.82699       347.69904       1536.41870     -1002.12213
            34.68008        44.30811       -925.81061     -1760.16040
             9.73299       294.55157       -313.18939      -798.44531
            44.79098       283.97528      -1457.89514     -1763.89307
           395.57761       342.19485       -161.81512     -1997.03174
             6.60371       251.08304       1299.14954      -724.88586
            47.64694       191.35458      -1534.26685     -1905.18787
            47.64694       125.67915      -1520.79932     -1871.07129
            47.64694       157.49112      -1550.96387     -1891.86182
           139.89357       168.18738         78.35463     -2017.27063
           310.55539       242.70596       -278.64636     -2069.15552
            22.59079       148.01584      -1019.02734     -1978.06836
            21.12634       245.17720      -1070.80225     -1971.75171
            27.47169       328.43665       -901.56604     -1374.60449
            27.00255       394.24921       -795.15601     -1504.81458
            91.62044       121.69727        765.74683     -1907.46826
             8.42054         0.55069        697.66028     -1420.70605
            30.15339        89.24784       -845.55743     -1951.04248
            51.18611        45.89229      -1469.23914     -1887.79248
           410.55267       332.58636       -395.69321     -2099.38501
            24.35761       253.62637      -1034.69092     -1914.30957
            12.80316       248.04367        -32.33298     -1004.25220
            60.11604       374.20709       1629.10681     -1681.26440
             2.36048       121.58095       1871.38232     -1189.12817
            41.49257       304.83826      -1431.01685     -1830.29907
            22.14317       135.59268       -623.67432     -1455.65186
             6.34746         6.19410        794.80847     -1648.98877
             9.78495        85.27792        906.44678     -1755.85913
            37.58062        68.42562      -1230.74487     -1923.47290
            27.00255       252.09833       -797.38757     -1537.40369
            32.19992       220.80705       -734.32330     -1616.30164
            40.09309        81.30892      -1281.29272     -1944.96985
            46.75601       361.00446      -1785.35400     -1833.22852
            84.48522       381.28909        228.06868     -1868.08008
            47.28070        69.65103       1498.78357     -1695.29614
            12.69370       386.78186       1752.62927     -1427.03088
            35.91043        63.67275        453.53131     -1869.28369
            61.03858       125.31104        467.90897     -1930.43176
            32.94459        95.43611          0.48933     -1811.96875
             9.87470       363.47867        374.08182     -1691.46692
            23.99190       103.84468        -73.74995     -1540.65076
            22.81527        52.38485        690.25690     -1778.95923
             6.77347       252.11626        735.31702     -1290.40295
            27.06913       307.53317      -1114.04346     -1938.64075
            23.56763       248.86353      -1114.26709     -1924.81543
           101.45396       374.41754        502.15668     -1981.40930
            53.13181        45.40427       -123.42969     -2090.91016
            47.47818        28.80827      -1261.42200     -1743.48413
           204.32625       287.95358       -316.43591     -1834.85840
             6.00837       113.55817       1141.70801     -1621.83130
            16.39150       111.67854       1511.09424     -1520.57983
            13.41009        16.07890       -133.95596      -854.17285
            40.55249         6.66862       -971.59174     -1096.12073
            30.28013       238.26813      -1280.70581     -1924.13416
            35.61924        19.69368        146.69859     -1832.58789
            18.89226       130.50746       1325.22644     -1631.47534
           128.59171        48.75445       -417.13248     -1990.08582
            91.68658       206.52716        495.72708     -2024.87769
            41.08665       146.62759        645.55103     -1860.19446
             6.87657       354.58173        600.10754     -1714.93701
           209.76704       189.74928        215.10004     -2027.30664
            32.86356        57.87717       -729.99597     -2004.32361
            26.30909       180.55243       -931.75842     -1940.14844
            38.64998       106.82640      -1249.61206     -1008.37109
            16.27030        78.49593      -1762.12231     -1791.74121
            46.75418        62.17250        729.22650     -1920.04980
            44.43821        91.48360        742.66425     -1904.22314
            38.55851       378.75800       -907.33972     -1777.95093
            43.49440       115.72204       -706.48029     -1908.94934
           502.72183       373.95236       -297.29370     -2008.40332
           383.53848       367.90274       -260.82214     -1981.34607
           434.61057       333.10721       -258.23679     -2067.41772
            35.66145       219.19760      -1339.63757     -1950.26282
           129.42216       107.71658       -438.98215     -2007.64441
            41.09225       124.28511        -76.11860     -2096.67651
             3.93073       370.19904       1432.68848     -1361.97742
            27.05872       257.74207      -1122.33887     -1887.41553
            30.36619        48.88629       -776.62250     -1795.92444
            26.71796       186.90150       -879.87610     -1990.44287
            63.86084       167.11237       1450.74707     -1719.70996
            78.18128        90.77243       1543.44580     -1750.88879
             8.97401       108.28911       1980.87793     -1448.87817
            51.22103        10.11746         -9.00391     -1959.30347
             5.93243         0.32647      -1977.80530     -1703.07983
            45.89825       137.75290      -1316.23938     -1755.31787
             6.94197        39.15783      -1956.51086     -1681.09253
            59.79212       103.27339         25.65535     -2021.26917
            15.11669       270.97119       1075.88770     -1636.25513
            31.56646       324.76935       -975.08966     -1853.93359
            31.56646       366.84924       -985.82043     -1868.57019
            35.65759       194.85898       1392.27734     -1697.08582
            53.64822       266.31433       1337.08044     -1775.68347
            16.81263       194.03992      -1089.78259      -783.96478
           260.04684       168.47751       -274.54300     -1993.90466
            47.11605       339.70782      -1440.29834     -1789.46301
            89.49150       229.30244        691.34198     -1857.51050
            46.75418        45.75304        685.78180     -1928.91040
             3.89302         2.18282       1814.57019     -1201.76050
             5.41968       161.30730       1584.85522     -1326.94092
           198.93811       313.58417       -464.59821     -1941.15735
             7.83136       165.87805        645.76074     -1561.47583
           126.39774       337.14081        257.45178     -1965.71436
            77.73100       204.22101       1555.09424     -1695.80432
            31.54257       165.07791       -817.52930     -1996.86145
            26.80174        86.79755       -976.56104     -1976.50061
            24.65438       199.10486      -1112.35327     -1943.53296
            47.73799       220.64343      -1531.52917     -1793.46655
           449.71829       397.05310       -382.80316     -1959.22559
            29.75130       294.62976       -927.84052     -1918.22412
            24.96920        48.91473       -988.29083     -1939.57544
            16.39150        46.61044       1532.73560     -1534.85425
            17.94215       350.38434        605.52405     -1835.78857
            87.50069       127.17345        534.44214     -1986.59546
            46.76987        44.10110        412.13483     -1908.79810
            40.34373       180.55490       1556.29419     -1605.29199
            58.61496       349.62628       -680.30865     -1719.61694
            24.96920        60.61315       -970.58624     -1941.43811
            23.12050        70.73772       -997.65491     -1947.70251
            69.92384        79.31073       -503.98251     -1871.29578
           354.76434       364.60516       -197.33467     -1925.65063
            16.82392       263.15512       1254.10229     -1619.05615
            20.37782       250.17822        379.55493     -1792.45825
             3.22437       385.56244       1324.94434      -901.62195
           455.57483       290.38647       -356.95547     -2030.94214
            82.95998       275.57571        247.81419     -1920.70825
            57.50857       376.69492      -1838.39441     -1734.44434
             2.99922       135.56284        920.35834     -1469.40222
            35.63477        87.22079       -759.54236     -2024.53125
            43.57575        10.36614      -1102.35620     -1787.96985
            42.67824       195.45160       1690.65723     -1691.80115
            53.73077       394.88187      -1600.80017     -1903.41064
            32.32529       128.61848      -1232.82715     -1941.54248
            28.65558         5.45523       -905.77692     -1900.83838
            26.92179       188.21854       -904.94934     -1913.56104
            67.26830       166.75018      -1654.78735     -1618.29761
            51.18611        85.59705      -1485.57593     -1897.18115
            31.70343       314.50592      -1083.99536     -1852.29395
           103.17331         8.38497       -482.81131     -2031.98389
            31.54257       203.99072       -833.95520     -2015.51465
            31.54257       217.47665       -820.00183     -2017.41370
             6.26612       287.44006        974.35486      -809.97852
             0.72109       340.62933       -888.83527       460.57330
            22.60244       359.94843       -836.52173     -1345.72156
             2.28354       150.65865       1178.16211     -1211.94141
            29.99343        43.05695       -818.65710     -1992.37195
            27.50124       281.55865       1118.25720     -1770.61951
            30.59209       182.43279        617.95758     -1831.66394
            99.83150       350.96814        770.39935     -1815.86121
            12.80316       291.35025         -0.46336      -897.40186
             9.28726        39.26797        674.64301     -1614.32556
            36.26703       335.80304      -1173.47485     -1847.39868
            12.45292       213.26935       1172.62305     -1681.87146
             3.73326       235.37495       1397.92114     -1353.77539
           109.68159       212.82695        744.46130     -1863.69617
            24.29478        32.83051       -967.99426     -2006.83777
            28.43958        74.89859      -1148.00842     -1950.94409
            29.85801         3.37343       -842.23523     -2036.80920
           179.66891        88.65302        315.18790     -1994.25122
             3.46948       251.82899       1491.20850     -1197.05420
            47.11605       374.76334      -1465.06067     -1800.42957
            90.97412       162.50414         33.54078     -2020.11255
            21.53616       234.43222       -980.14978     -1978.60205
             4.65434       192.06413         23.07278       126.37738
            30.68603       250.74805       -842.92871     -1630.83801
            82.86649       318.20285      -1353.99170     -1238.54553
            86.07829        24.41823        538.16089     -1979.46753
            84.05645         5.77057       -295.84430     -1854.42651
            12.45292       260.06607       1232.00891     -1642.01831
            11.97850        98.92064        519.53735     -1771.49951
            27.74742       396.92761        554.49347     -1813.61694
             9.26615        47.66957       1713.40479      -255.17532
           221.76456        87.69075       -238.38715     -2017.77234
           377.21832       283.55542       -180.02167     -2055.87476
           377.21832       324.69360       -170.93222     -2072.59277
            77.73100       139.50508       1482.74963     -1717.58057
            33.81456       209.77817      -1156.79297     -1775.49670
            99.83150       339.39941        756.21344     -1863.15063
            41.52510       138.25517        424.21375     -1964.86621
            27.95354       355.26065       -734.11121     -1595.66907
             2.18981        57.57200       1119.89343     -1426.25208
            31.41779       342.72934        905.01111     -1725.88525
            90.92385       112.22287        126.98940     -1931.28088
             6.94197       103.73232      -1965.51733     -1583.82715
             9.13951        55.25024        567.58063      -982.78571
            95.02926       330.60492        390.66245     -1913.57288
             2.28354       225.38429       1295.73755     -1355.09949
            24.50908        48.88018       1787.05664     -1669.10376
             6.87349       195.20868       1689.10144     -1297.95886
           103.17331        65.12033       -478.14291     -2088.18750
            41.96061       333.88251      -1374.24902     -1735.44031
            37.08718       399.15045        781.71179     -1730.80188
            12.71022       364.06845       1162.37561      -251.72952
            25.65076        14.39667      -1643.86633     -1798.97180
            61.03858       126.78943        519.39905     -1908.36523
            31.79945       354.95090      -1065.75024     -1607.50232
             9.96029       112.47976       1366.09546     -1539.40686
            22.26131       125.02535        612.13153     -1828.61719
             3.38990       187.31392       1193.26855     -1403.85852
             2.10805       217.22774       1133.79041     -1179.77942
             2.68000       236.58014       1155.22131     -1381.26404
             2.68000       292.21375       1259.18140     -1352.42725
             4.46379        83.09962       1919.12817     -1386.70312
            52.67348       243.53293        580.15930     -1922.42908
            36.19489       217.72223      -1057.27576     -1677.57959
             6.77347       341.76801        629.76123     -1283.03638
            23.80867       228.16258       1121.22339     -1822.90576
            23.80867       238.14638       1088.41797     -1830.20215
            23.80867       202.82976       1072.75183     -1836.73706
            23.80867       211.34163       1039.17163     -1806.67529
            23.80867       246.65825       1054.83765     -1800.14038
            19.06426       373.93002       1067.71509     -1737.18140
             2.99222       250.45503       1089.45044     -1239.59216
            16.08621       125.70387      -1953.85107     -1410.91968
            36.51960       193.35806        563.08362     -1911.21460
            18.72977        80.61330        102.48468     -1494.81592
            62.61710       337.95566      -1428.53015     -1618.54724
           193.66066       226.89806        249.51556     -2032.93066
            26.30909       175.16302       -892.44690     -1930.31995
            41.49257       321.65137      -1456.07410     -1843.35962
             5.46409       286.32895       1075.47510     -1480.82349
            62.00686        11.69420       -125.07448     -2071.33472
            55.76154        80.43794        -43.35894     -1923.48096
            77.75334       133.06390         56.95589     -2033.48633
            36.43816       137.50533       -685.15503     -1836.06519
            25.25501       312.85620      -1020.04730     -1940.28772
             2.28354       158.80865       1200.81543     -1367.40015
            38.10776        65.48265       -217.00470     -1598.54541
            41.32736       223.13390      -1454.44702     -1925.78064
            31.72004        13.14162        776.94470     -1891.69604
            30.94932       239.58746       -961.53625     -1746.94189
             7.22661        58.64934        803.67377      -432.16437
            28.09804        72.52844       -915.79156     -1430.44849
            13.62091        63.64154        275.21783     -1520.33301
            69.80852        90.04292         48.49075     -2017.52795
            87.89088       148.39612        682.39154     -1878.99438
            89.49150       190.31586        700.13562     -1863.80334
            18.43730       292.58646       1190.50208     -1661.94983
            12.45292       253.98819       1151.64709     -1689.22058
             6.87349       239.91066       1697.35791     -1246.30054
            27.95354       330.47601       -756.61658     -1544.40283
            31.29280        14.27528       1533.88159     -1683.93726
            31.04600        26.67904        -40.23979     -2104.78418
            31.04600        21.35472        -60.61516     -2114.08472
           193.66066       221.46091        284.36206     -2037.97729
           185.61096       187.52014        306.88110     -2016.45508
           174.59833       204.54254        337.69144     -1995.62915
           193.66066       263.01703        310.82990     -1981.73218
           193.66066       238.48331        315.17239     -2017.15112
            40.09309       120.05145      -1329.38245     -1982.13220
             3.93073       298.96872       1428.31055     -1328.47729
            26.80174        79.84393       -962.10852     -1990.73132
           400.84052       311.51062       -275.45142     -2052.09448
            30.98151       305.64706      -1123.17041     -1822.42798
             6.20840       353.80042        936.45135     -1385.53589
            68.40678       228.53442      -1876.46484     -1449.76074
           221.76456        57.19133       -252.92352     -2035.45239
           154.60838       324.59808       -609.76782     -2038.08032
             8.42518       276.53940       1909.91382     -1446.05896
            46.18417       120.14294      -1465.30090     -1891.86597
            22.20230        16.20762       1331.63501     -1716.20288
            36.54682        34.67752       1338.28687     -1737.67725
            30.15758       226.14670      -1127.87024     -1870.97583
            33.30796        37.93122      -1213.76953     -1967.41370
           217.09470       130.43501       -283.49561     -1985.16162
            48.59795       167.80536       1328.36267     -1771.75732
            51.23097       270.29156        564.33588     -1871.14722
            27.54058        58.84632       -917.86279     -2016.77026
            43.49440       134.56100       -605.00415     -1875.39539
            76.21329        96.64645        -58.33422     -1983.93640
             4.65434       252.99413        374.80035       185.50790
            30.63645       176.27760       -820.12195     -1925.60168
            39.63991       297.26633       -810.10114     -1869.52417
           531.19971       380.12448       -285.20151     -2076.11377
           126.39774       342.18698        227.56628     -1905.36633
            45.94213       245.85088         62.86161     -1792.25940
            16.67470        65.30481        498.73096     -1743.36621
            31.54257       183.05157       -840.90674     -2000.27734
            60.11604       383.59705       1591.03699     -1678.62769
            53.73077       384.35272      -1553.75488     -1918.81299
            86.07829        81.48188        505.94562     -2014.95508
           292.76562       183.83748       -413.60312     -2065.08447
           294.82248       152.67509       -401.97867     -2089.74268
            16.58419       252.52034      -1585.71973      -461.29626
            16.67095       140.81718        908.18951     -1686.58569
            24.75318       166.54681      -1121.01831     -1916.73730
            60.31577        58.25237        656.66583     -1927.57520
            86.07829        31.99036        527.49451     -2001.06860
             5.04975       351.23990        436.11407     -1597.37390
            47.03558       249.59035      -1681.33423     -1801.28027
            14.92512        30.86723       1702.73999     -1506.61023
            92.88461         3.07152       -523.47437     -2028.08057
           232.26773       316.49066        239.22522     -2034.87329
            82.10531       335.68274      -1861.60425     -1550.03137
            31.04600        45.95186        -37.28038     -2094.92041
            37.11008        94.22776      -1257.15112     -1920.81592
            65.69860       101.14663      -1415.63501     -1170.36597
            53.67016        87.08820         -7.63051     -1909.14282
            93.02837       353.02795       -126.04108     -1771.51343
            56.29548       316.80441        588.28729     -1900.71094
            69.25978       163.31938      -1671.13135     -1518.45142
           209.76704       165.90187        198.21519     -1990.42334
            47.67338       287.68521       -691.19672     -1815.61145
            20.12531        47.28228       1463.97498     -1565.46057
             7.55091        61.10275        975.95288      -277.74930
           105.17883       306.88745        693.03516     -1867.11255
            22.40907        59.59818         -3.20152     -2129.47754
            22.40907        69.23459         12.59785     -2125.22852
            31.56619        52.31570         12.54688     -2110.97070
            31.56619        42.67929         -3.25249     -2115.21973
             4.17213       392.21948       1040.62036      -978.35486
            40.34373       135.03033       1599.53296     -1603.59985
           109.59928       166.46809       -280.03574     -1803.60754
             9.53188       163.84454        476.35693     -1394.82288
            24.29478        46.07275      -1011.02930     -1987.78052
            44.43821        71.09999        744.99854     -1914.17993
             0.80374       243.11349       -567.64032      -250.06021
            32.47889       190.80313       -994.96552     -1713.06641
            30.86137       132.14731       -839.44275     -1982.94971
            70.17355       338.04962       -235.41969     -1620.94458
            27.38342       134.21002       1314.21216     -1768.79529
            54.64043        37.80952      -1354.94910     -1670.09912
            55.98719       189.82742        -91.98484     -1791.50256
             4.52387       184.60965       1505.78821      -820.25177
            17.93552        21.60612        812.94629     -1818.31116
            31.72004        36.19201        765.86218     -1875.71191
             4.88137       125.06374         97.49680      -344.78629
             3.46948       146.90323       1489.90283     -1174.00781
            12.34626       381.70889        186.54037     -1503.12024
            51.87504        42.93336      -1340.68152     -1924.33850
            91.68658       231.76797        496.44128     -2022.93530
            97.47963       231.71420       -352.81653     -1739.52136
           502.72183       349.25162       -358.30521     -2020.18201
            35.54946       373.79810      -1118.96167     -1938.65308
            42.39101       190.98453       -411.60846     -1702.58459
            63.86084       169.38184       1474.12451     -1694.15027
            75.86129       264.67746        592.25000     -1944.87976
             4.52387        79.54772       1563.79700      -811.47168
            26.71796       165.40710       -876.45123     -2009.31873
            30.15339        70.75086       -843.40161     -1936.51929
            37.15985        45.73751      -1007.21985     -1476.94458
            70.67377        62.20766        118.31509     -1929.33826
            36.88386       148.70761        265.34164     -1731.78931
            86.07829        17.17163        508.34259     -2005.42358
           106.38979       187.60899       -577.70374     -1979.67737
            18.43730       320.30841       1163.10913     -1615.91028
            76.21329       120.15720        -62.03719     -2026.24866
            26.30909       197.84108       -924.57947     -1926.51196
            32.72411        67.48486       -916.68738     -1830.19299
            93.02837       386.61240        -72.94473     -1774.99487
            27.21239        62.57962        -55.25286     -2093.13574
            32.35780        24.71071       -962.66663     -1853.93359
             7.92051       163.00633        621.00549     -1615.19238
             8.90874       137.38152        333.31769     -1499.75061
            30.28013       199.16278      -1285.64807     -1912.63513
            51.78149       183.92999      -1437.76147      -866.47430
             3.02468        32.76063        896.04077     -1116.66577
            36.26703       382.94824      -1236.18750     -1841.29333
            65.69860       119.49599      -1415.19434     -1042.37817
            41.25701        27.53879         16.44658     -2060.17090
             4.36158       123.64274       1330.42896     -1474.34070
           292.76562       207.40604       -309.28394     -2049.38525
             9.26615       346.41138       1853.54053      -272.55338
           101.61147       314.79477        576.27380     -1952.68372
            34.38475        64.52870        -46.64790     -2040.28528
            34.38475        61.79227        -32.70235     -2057.59399
             4.37182       184.55318        825.24390     -1247.79529
            76.21329       105.22316       -106.20818     -2014.16736
            33.29286       149.99744        -75.69858     -1610.64404
            90.97412       174.53456         61.14063     -1995.71594
            47.19208        92.62668        724.55261     -1874.28345
             4.59701       161.32661        847.90906     -1056.05725
            37.02203       169.78714        254.06281     -1807.41113
            53.66047         5.55876        574.16504     -1909.18079
            82.77242       206.32761        860.09473     -1862.28162
             4.46379        43.63156       1947.07812     -1365.45630
            25.63210       137.80385      -1064.32080     -1911.60400
           317.09256       231.63730       -374.31836     -1963.75208
            37.81338        30.43372        220.77327     -1750.77551
           454.38528       376.01276       -215.96170     -2076.04028
           493.49554       351.05890       -247.15999     -2049.99487
            51.22103        61.53668         19.41656     -1938.75623
           391.49567       399.24573       -450.45755     -2096.34985
           143.86478       275.52914       -113.47137     -1868.36780
            19.99369       305.02319        611.37122     -1790.08765
            16.82392       203.56573       1285.21704     -1688.38318
            30.31703       230.31021       1295.45654     -1661.49194
             7.69722       136.15439       1249.22363     -1667.10852
             8.72550       282.33441        820.85126     -1555.65540
            21.44352        50.21359        608.16895     -1808.11963
            83.79253       101.09801        596.06201     -1977.33374
            23.38135        39.06997        -16.67127     -1617.63916
           101.61147       330.96252        558.92981     -1969.10583
            31.41779       295.23325        856.15002     -1751.95972
            11.08651        80.78127       1253.73303     -1731.66150
             4.29046        58.15583       1373.23169     -1405.28455
            15.08395       219.55325       1664.67969      -250.09897
            16.01027       348.43839        882.53583     -1600.89331
            16.42943       140.78876        298.66693     -1195.55200
            43.75916        18.76401       1491.62744     -1718.46375
            43.75916        38.64040       1461.21558     -1747.05920
            24.24569        56.03335       1479.07788     -1695.93726
           127.05813       117.39229         89.59317     -2050.51880
             2.65333       360.66516       1397.25623     -1036.06470
           114.85994        37.82353         98.13487     -2094.08081
             2.10805       182.76743       1107.32568     -1293.99182
            51.72392       128.19948        -58.48243     -2088.27197
            34.38475       116.42201        -46.28217     -2066.13477
            49.25507        59.86098        -74.87462     -2098.13867
            27.21239        96.79138        -37.87248     -2099.91821
            86.70786       164.55051        564.87988     -1993.85791
            10.91157       207.86047       1423.39771     -1539.60498
             2.46426       301.46625      -1043.20435       -16.48210
            30.83308       222.39445        477.86285     -1867.40918
            46.44952       305.90927        636.76392     -1769.17480
             2.15004        96.53453       1220.05151     -1346.48291
            93.02837       303.39346       -129.35156     -1794.11865
             7.47022       225.10823        577.65344     -1659.45874
            14.09225       158.47006       -595.28107      -884.04236
            21.15261       250.87904       -821.02216     -1134.52417
           145.12735       398.88049        534.29419     -1961.74854
            70.72245       218.10822        643.47913     -1898.18372
            13.41009       186.01003       -184.27164     -1033.70422
            22.84310       290.85818         33.44349     -1519.28784
            56.16719       137.43555        657.51697     -1937.82581
            46.76987        88.53847        378.24365     -1947.47742
            95.71184        40.33857        449.24554     -2025.11035
           102.15473        74.52055        388.29224     -1995.50085
            10.25493        36.89894      -1861.81531     -1612.98389
           292.76562       216.68597       -319.32013     -1995.11169
            36.07148       266.69122      -1334.08411     -1725.54004
            69.92384        36.21354       -440.65515     -1898.44434
            46.75418        47.52153        701.02386     -1898.02515
             3.38990       285.73886       1177.88232     -1449.06274
           179.66891       105.37481        249.92250     -2011.62524
            69.02287       278.52002       -724.78424     -2028.65637
            58.00705       206.23590       -658.85333     -1955.79419
            15.88501       118.71931        414.63434     -1762.84485
            28.32703       115.08731       -938.93970     -1991.43323
            39.24555       118.77968      -1069.50208     -1712.56055
            58.00705       240.43115       -651.83807     -1882.39954
            39.13588        15.70761       -914.42511     -1628.68018
            68.40678       220.38739      -1889.92236     -1528.47180
            58.97746       142.40303        768.84161     -1852.45520
            66.48657       397.93365      -1715.89478     -1648.41431
            21.52048       229.40500       1387.20435     -1563.43567
             6.65100       158.39977       1209.67432     -1602.56873
             4.65434       182.71719        -73.08054       294.19373
            15.60820       145.01476       1632.53687     -1476.19714
            23.12050        90.46584       -994.38257     -1993.14294
            24.56325       199.48251       1617.70068     -1556.24365
            43.48080       395.13910      -1462.41663     -1917.71887
            57.68136       303.81833         80.28094     -1853.08667
            94.94688       258.76996         68.53952     -1872.86853
            48.97875       240.35239       -406.89429     -1636.49219
            34.51479       322.52957      -1045.21606     -1499.35498
            31.43625       150.35040       -960.11993     -1561.54077
            28.98673        45.60208       -967.66040     -1895.29578
            27.03341       187.32539       -824.29980     -1563.70776
             4.59701        34.49800        658.29547     -1019.49365
            41.11095       118.97491       1412.13147     -1661.35645
            69.00439        89.14573       1473.55212     -1744.04529
             2.28354       155.35410       1161.86450     -1378.54272
           128.50835       383.56384       -262.17065     -1729.89270
            80.27715       260.45349        842.47986     -1769.82788
            13.23375        54.23049       1394.18042     -1596.32288
             9.55328        41.70690       1540.91052     -1501.66980
           531.19971       390.25031       -259.89944     -2093.90918
           493.27835       303.44431       -316.32764     -2086.17798
             5.01057       216.97850        886.14502     -1408.47534
            22.59079       113.56178       -981.47980     -1945.07886
            26.71796       165.36554       -928.47620     -1999.60620
            95.64207       212.23746        190.53195     -1923.93237
             2.35400        27.55642       1276.04028     -1142.11438
            27.08806       252.81677      -1175.40430     -1961.13977
            26.72607       367.46399        173.91414     -1790.62012
            16.01027       259.64517        973.62469     -1634.36816
           260.04684       163.98712       -292.67184     -2063.96997
           105.53118       151.80867        192.43719     -1883.26660
            20.29385        29.78489        737.04291     -1836.70068
            27.36278        16.35575       -874.96082     -1966.41248
           488.06464       342.86426       -377.78409     -2030.86633
             2.36048       106.74395       1950.56323     -1172.75232
            22.08021       282.61554      -1032.10278     -1966.93420
            13.41009        26.74470       -380.76199      -925.66675
            23.99190         7.58074         16.18202     -1539.25220
            35.63477       129.36151       -737.91187     -2019.42053
            33.55168       155.78534       -746.23407     -1918.37756
            33.55168       172.11279       -790.58752     -1948.83472
            33.43254       152.59189       -790.35059     -2003.66907
            39.11551       172.01819       -732.01202     -2025.30042
            33.55168       132.65874       -800.58185     -1909.12866
             6.14962        30.32147        945.96069     -1663.53564
            51.22103        32.15343         34.55866     -1923.22290
             3.73326       164.67307       1313.84448     -1292.01758
             3.73326       277.36932       1341.59888     -1264.29370
             2.04991       123.61092       1158.49976     -1264.38391
            34.61737        35.10068       -799.78839     -2052.54858
            24.75318       197.73772      -1067.10938     -1918.88123
            30.98151       250.97249      -1132.53589     -1725.25281
           232.32266       372.40216       -103.21947     -2053.01074
            29.23719       125.36339       -887.36511     -1907.25244
             8.72550       308.50018        635.08673     -1561.05920
            26.92179       227.02513       -945.75122     -1905.46350
            31.57402       388.46225       -440.54486     -1519.96851
            63.04863       225.10362        540.15942     -1980.43750
           154.60838       355.51700       -600.59326     -2004.48364
            35.54946       378.84509      -1103.15332     -1893.50659
           209.76704       133.12439        195.30638     -2049.16113
            97.01852       302.34418        814.70618     -1842.26636
            34.68008        54.46803       -883.58582     -1820.89270
            24.56325       193.15202       1664.24231     -1558.07861
            82.95998       168.63123        291.65472     -1905.05420
            34.88012       188.96786      -1704.34082     -1723.30396
            49.25507       105.88576        -91.25924     -2054.22803
            92.44795       314.58923        639.11768     -1940.64429
            69.91871        83.79457        572.17224     -1913.60339
            30.94932       283.36801       -955.98022     -1730.06201
            74.61378       307.46497        708.79132     -1819.27222
           182.54929       370.62540         -3.04045     -2012.31836
           434.61057       298.57587       -257.54425     -2061.32080
           434.61057       266.02603       -278.47174     -2092.29102
           493.27835       294.28885       -294.23697     -2093.40015
            27.38342       101.29927       1314.65381     -1745.49878
            46.84046       130.76031      -1432.20410     -1761.95190
            70.67377        12.91949        164.04529     -1897.10791
            65.99183       333.74686      -1531.53442     -1691.75720
            60.32168        61.90639        -95.17989     -1999.06250
            32.47889       191.12314      -1031.33191     -1707.42175
           197.13295        24.45224        176.66800     -2017.65735
            95.02926       287.17468        316.91705     -1864.12317
            20.45080       130.01645      -1210.69312      -852.43665
            18.99605       257.18417       -386.48141     -1186.23108
            24.65438       167.04965      -1121.85767     -1954.01904
           146.67012       191.81860       -115.00338     -2020.11194
            30.68367        84.82991       -814.90918     -1657.12683
           155.71896        50.64780       -434.12329     -2111.04077
           106.00355       392.74780      -1855.28491     -1276.84436
            45.59703        58.34940      -1129.19153     -1832.88025
           111.21987        97.04414         91.42672     -1987.13611
           455.57483       282.49863       -344.78897     -2067.10522
             6.22213       260.88062        889.70172      -889.58221
             9.13951       209.58221        509.44162      -860.43079
            34.38475        80.46095        -58.84270     -2052.98315
            82.95998       185.12405        211.96472     -1896.21362
            30.26689        93.68921       -856.85303     -1616.63428
            46.76987        18.70442        421.80963     -1842.40723
            86.07829        61.47303        525.36157     -2005.00537
            49.42794       331.15469      -1577.43481     -1900.71411
           109.99654       219.22516        452.49234     -2020.61255
            16.82392       258.33417       1274.29980     -1643.65112
            77.65585       120.60448        729.37347     -1905.10205
            36.92634       289.41840       1659.45520     -1626.06128
            65.55372       287.56696       1633.39465     -1662.95764
            39.65297       327.27490       1675.26648     -1648.80066
            39.65297       325.42346       1649.20618     -1685.69702
             4.85569       327.06616       1685.82788     -1343.25793
            67.95087       251.80321        457.82858     -1957.74512
           176.81372       329.34235         43.75356     -2076.06885
            24.98391       153.28146       -799.17474     -1484.64404
             5.95816        83.58182       1515.59241     -1349.33179
            32.09699       142.06755        529.34442     -1857.25818
           193.11119       115.75993        202.23378     -2028.74548
            23.14286       228.73752       -946.84644     -1986.59009
            26.71796       218.64474       -927.24908     -1978.62231
            23.75837        95.68086      -1787.72034     -1758.96460
            38.29478         4.50058        -48.98502     -1864.12097
            24.65438       164.90776      -1100.86060     -1919.00549
